번호,사무소명,사무소주소,영업현황
553,아프리카공인중개사사무소,"대전광역시 서구 둔산로65번길 25, 5층 일부 503호(둔산동)",영업중
554,온나라공인중개사사무소,"대전광역시 서구 월평서로25번길 57, 1층 (월평동)",영업중
555,솔공인중개사사무소,"대전광역시 서구 유등로 503, 1층(용문동)",영업중
556,리마부동산공인중개사사무소,"대전광역시 서구 변동로 73-1, 1층(변동)",영업중
557,K공인중개사사무소,대전광역시 서구 갈마로 172-1(괴정동),영업중
558,에이스공인중개사사무소,"대전광역시 서구 가장로 30, 1층 101호(괴정동)",영업중
559,문성공인중개사사무소,"대전광역시 서구 계룡로354번길 200, 1층(갈마동)",영업중
560,포레나대박공인중개사사무소,"대전광역시 서구 도산로 11, 상가동 109호(도마동, 효성타운)",영업중
561,주민공인중개사사무소,"대전광역시 서구 중반2길 108, 1층(변동)",영업중
562,정림탑공인중개사사무소,"대전광역시 서구 정림로 50, 1층(정림동)",영업중
563,두바이공인중개사사무소,"대전광역시 서구 대덕대로 408, 7층 22호(만년동)",영업중
564,(주)아이비부동산중개법인,"대전광역시 서구 둔산대로117번길 95, 4층 비-401호 일부(만년동)",영업중
565,호수일등공인중개사사무소,"대전광역시 서구 원도안로257번길 58, 1층 102호(도안동)",영업중
566,킹포트부동산공인중개사사무소,"대전광역시 서구 변동중로 36, 어번던스힐 104호(도마동)",영업중
567,도마포레나최고공인중개사사무소,"대전광역시 서구 도솔로 6, 1층 101호(도마동)",영업중
568,리치빌아주공인중개사사무소,"대전광역시 서구 둔산중로 40, 1층 102호,135호(둔산동, 둔산더리치빌)",영업중
569,상서부동산공인중개사사무소,"대전광역시 서구 관저로 3-4, 1층 101호(관저동)",영업중
570,도안우미린one+공인중개사사무소,"대전광역시 서구 도안동로 77, 상가동120호(도안동, 도안18단지린풀하우스)",영업중
571,유명부동산공인중개사사무소,"대전광역시 서구 관저동로 97, 1층 건물좌측부분 일부",영업중
572,하나로랜드공인중개사사무소,"대전광역시 서구 청사로 5, 1층 118호(월평동, 하나로아파트단지내상가)",영업중
573,관저밀리온공인중개사사무소,"대전광역시 서구 관저동로 66, 102호(관저동)",영업중
574,대전대표공인중개사사무소,"대전광역시 서구 관저중로64번길 64, 2동 107호(관저동)",영업중
575,온나라김소장공인중개사사무소,"대전광역시 서구 월평서로25번길 57, 1층(월평동)",영업중
576,케이공인중개사사무소,"대전광역시 서구 청사로 70, 상가 105호(월평동, 누리아파트)",영업중
577,태평양공인중개사사무소,"대전광역시 서구 괴정로 96, 1층 가운데 점포(괴정동)",영업중
578,삼둥이공인중개사사무소,"대전광역시 서구 계백로 1397, 103호(도마동)",영업중
579,설레임공인중개사사무소,"대전광역시 서구 월평중로13번길 10, 2층(월평동)",영업중
580,내동굿모닝공인중개사사무소,"대전광역시 서구 갈마로 262, 104-1호(내동, 맑은아침아파트 502동)",영업중
581,대자연공인중개사사무소,"대전광역시 서구 관저북로 52, 상가동 101호(관저동 대자연마을아파트)",영업중
582,뉴신화공인중개사사무소,"대전광역시 서구 사마1길 15, 1층 우측점포(도마동)",영업중
583,탑부동산공인중개사사무소,"대전광역시 서구 가수원로 106, 7호동 105호(가수원동, 은아아파트3단지)",영업중
584,둔산모알공인중개사사무소,"대전광역시 서구 둔산로123번길 18, B101호(둔산동)",영업중
585,다온공인중개사사무소,"대전광역시 서구 도마로 93, 1층 좌측점포(변동)",영업중
586,부흥공인중개사사무소,"대전광역시 서구 사마1길 20, 101호(도마동)",영업중
587,달리는합동공인중개사사무소,"대전광역시 서구 계룡로416번길 54, 1층(갈마동)",영업중
588,도안더리브공인중개사사무소,"대전광역시 서구 둔산중로 19, A-205호(탄방동,샤크존)",영업중
589,평원공인중개사사무소,"대전광역시 서구 계백로 1308-1, 1층(정림동)",영업중
590,굿모닝공인중개사사무소,"대전광역시 서구 관저북로 18, 상가동 102호(관저동, 원앙마을4단지)",영업중
591,금수래공인중개사사무소,"대전광역시 서구 계백로860번길 72, 102호(관저동)",영업중
592,대전탑부동산공인중개사사무소,"대전광역시 서구 둔산로 30, B01호(둔산동)",영업중
593,복단지부동산공인중개사사무소,"대전광역시 서구 원도안로207번길 8-34, 101호(도안동)",영업중
594,한우리타운공인중개사사무소,"대전광역시 서구 문정로90번길 60, 상가동 108호(탄방동, 한우리아파트)",영업중
595,하나로공인중개사사무소,"대전광역시 서구 청사로 5, 1층 115호(월평동, 하나로아파트 단지내상가)",영업중
596,금빛호수공인중개사사무소,대전광역시 서구 조달청길 186,영업중
597,수호천사공인중개사사무소,"대전광역시 서구 원도안로179번길 15-15, 101호",영업중
598,뉴크로바공인중개사사무소,"대전광역시 서구 둔산로 155, 상가 115호(둔산동, 크로바아파트)",영업중
599,the호연지기공인중개사사무소,"대전광역시 서구 도산로393번길 62, 1층 102호(탄방동)",영업중
600,삼화공인중개사사무소,"대전광역시 서구 도안동로11번길 32, 2층 205호",영업중
601,갈마프라자공인중개사사무소,"대전광역시 서구 신갈마로 95, 상가동 1층114호(갈마동, 갈마아파트)",영업중
602,대룡공인중개사사무소,"대전광역시 서구 구봉산북로21번길 2, 102호(관저동)",영업중
603,비엔비공인중개사사무소,"대전광역시 서구 동서대로 700, 107호(도안동)",영업중
604,금터공인중개사사무소,"대전광역시 서구 원도안로 234, 1층 104호(도안동)",영업중
605,관저더샾대원공인중개사사무소,"대전광역시 서구 계백로860번길 8, 1층(관저동)",영업중
606,도안골든공인중개사사무소,"대전광역시 서구 원도안로242번길 6, 1층 102호(도안동)",영업중
607,잡아라공인중개사사무소,"대전광역시 서구 용문로 41, 1층(괴정동)",영업중
608,영주공인중개사사무소,"대전광역시 서구 탄방로 72, 1층 가운데점포(탄방동)",영업중
609,길인공인중개사사무소,"대전광역시 서구 둔산중로 20, 123호(탄방동, 아르누보팰리스)",영업중
610,나인공인중개사사무소,"대전광역시 서구 탄방로 45, 1층 103호(탄방동)",영업중
611,숭어리샘공인중개사사무소,"대전광역시 서구 대덕대로168번길 82, 1층 103호(갈마동, 웰리움)",영업중
612,하얀공인중개사사무소,"대전광역시 서구 배재로91번길 11, 1층(도마동)",영업중
613,도안해냄공인중개사사무소,"대전광역시 서구 도안동로 177, 110호(도안동)",영업중
614,도마로공인중개사사무소,"대전광역시 서구 도산로 86, 1층(도마동)",영업중
615,한터공인중개사사무소,"대전광역시 서구 둔산로 201, 상가 108호(둔산동, 국화우성아파트)",영업중
616,고선공인중개사사무소,"대전광역시 서구 계백로 1135, 406호(도안동, MK빌딩)",영업중
617,태산공인중개사사무소,"대전광역시 서구 신갈마로195번길 34, 1층 101호(갈마동)",영업중
618,큰길공인중개사사무소,"대전광역시 서구 동서대로 991, 1층(내동)",영업중
619,옥토CRG공인중개사사무소,"대전광역시 서구 갈마중로8번길 40, 1층(갈마동)",영업중
620,한국메디컬공인중개사사무소,"대전광역시 서구 둔지로 20, 3층(둔산동)",영업중
621,관저탑공인중개사사무소,"대전광역시 서구 관저로 47, 105호(관저동)",영업중
622,한솔공인중개사사무소,"대전광역시 서구 복수동로66번길 20, 105호(복수동)",영업중
623,크로바시티공인중개사사무소,"대전광역시 서구 둔산로 155, 단지내상가동 1층 102호(둔산동, 크로바아파트)",영업중
624,상록수랜드공인중개사사무소,"대전광역시 서구 만년남로 8, 단지내상가 111호(만년동, 상록수아파트)",영업중
625,은하수대성공인중개사사무소,"대전광역시 서구 둔산남로 15, 단지내상가 106호(둔산동, 은하수아파트)",영업중
626,어반힐스나래공인중개사사무소,"대전광역시 서구 관저남로 80, 상가동 101호(관저동, 어반힐스아파트)",영업중
627,한섬공인중개사사무소,"대전광역시 서구 월평중로 50, 제상가동 203호(월평동, 전원아파트)",영업중
628,둔산대성공인중개사사무소,"대전광역시 서구 둔산남로 15, 단지내상가 106호(둔산동, 은하수아파트)",영업중
629,세우리공인중개사사무소,"대전광역시 서구 도솔로 289, 1층(괴정동)",영업중
630,백호공인중개사사무소,"대전광역시 서구 관저북로 18, 상가동 108호",영업중
631,행복공인중개사사무소,"대전광역시 서구 관저중로84번길 9-15, 1층(관저동)",영업중
632,공감공인중개사사무소,"대전광역시 서구 한밭대로570번길 12-13, 1층(월평동)",영업중
633,관저한빛공인중개사사무소,"대전광역시 서구 관저로 80, 106호(관저동, 구봉마을 8-1단지 가상가동)",영업중
634,특급공인중개사사무소,"대전광역시 서구 둔산중로 40, 1층 114호(둔산동, 더리치빌)",영업중
635,해가든공인중개사사무소,"대전광역시 서구 도마로 95, 1층 2호(변동)",영업중
636,초원공인중개사사무소,"대전광역시 서구 만년로 45, 상가 109호(만년동, 초원아파트)",영업중
637,뉴신세계공인중개사사무소,"대전광역시 서구 도마로 51, 102-2호(변동, 성암화인빌)",영업중
638,태양부동산중개사무소,"대전광역시 서구 관저동로 99, 102호(관저동)",영업중
639,포스코자매공인중개사사무소,"대전광역시 서구 관저로 13, 101호(관저동)",영업중
640,(주)유일부동산중개,"대전광역시 서구 문예로 73, 505호(둔산동)",영업중
641,이편한세상행운공인중개사사무소,"대전광역시 서구 계룡로615번길 69, 상가동 104호(탄방동, e편한세상둔산1단지)",영업중
642,도마포레나공인중개사사무소,"대전광역시 서구 도산로 35, 1층 전면 우측 코너(도마동)",영업중
643,관저으뜸공인중개사사무소,"대전광역시 서구 관저북로 78, 상가동 105호(관저동)",영업중
644,장원숲공인중개사사무소,대전광역시 서구 도솔로 86(도마동),영업중
645,월평해냄공인중개사사무소,"대전광역시 서구 청사로 70, 상가 104호(월평동, 누리아파트)",영업중
646,이상공인중개사사무소,대전광역시 서구 괴정로149번길 23(용문동),영업중
647,부동산1번가공인중개사사무소,"대전광역시 서구 월평서로 9, 103호(월평동)",영업중
648,뉴새우리공인중개사사무소,"대전광역시 서구 갈마중로 25, 1층(갈마동)",영업중
649,들말부동산공인중개사사무소,대전광역시 서구 도산로 239-2,영업중
650,초심공인중개사사무소,"대전광역시 서구 용문로 69, 101호(용문동)",영업중
651,월드공인중개사사무소,"대전광역시 서구 만년로67번길 30, 304호(만년동)",영업중
652,더조은공인중개사사무소,"대전광역시 서구 도솔로 22, 1층(도마동)",영업중
653,사랑나무공인중개사사무소,"대전광역시 서구 만년로12번길 11, 1층(만년동)",영업중
654,알뜰공인중개사사무소,"대전광역시 서구 갈마중로7번길 42, 상가 108호(갈마동, 동산맨션)",영업중
655,초록대자연공인중개사사무소,"대전광역시 서구 관저북로 52, 상가 102호(관저동, 대자연마을아파트)",영업중
656,다공인중개사사무소,"대전광역시 서구 괴정로8번길 1, 1층(괴정동)",영업중
657,네거리공인중개사사무소,"대전광역시 서구 도산로 194, 101호(변동)",영업중
658,밀알공인중개사사무소,"대전광역시 서구 둔산북로 121, 914호 (둔산동, 아너스빌)",영업중
659,탑공인중개사사무소,"대전광역시 서구 한밭대로570번길 12-7, 101호(월평동)",영업중
660,가람랜드공인중개사사무소,"대전광역시 서구 둔산북로 215, 상가 103호(둔산동, 가람아파트)",영업중
661,황토공인중개사사무소,"대전광역시 서구 탄방로7번길 27, 102호(탄방동)",영업중
662,대림e편한공인중개사사무소,"대전광역시 서구 도산로 37-1, 1층(도마동)",영업중
663,래미안우리공인중개사사무소,"대전광역시 서구 가장로 106, 해리상가 106호(가장동, 삼성래미안아파트)",영업중
664,뉴백마공인중개사사무소,"대전광역시 서구 도솔로 244, 101호(내동)",영업중
665,향기나는방공인중개사사무소,"대전광역시 서구 한밭대로570번길 29-4, 106호(월평동, 갤러리빌8차)",영업중
666,부동산5459977공인중개사사무소,"대전광역시 서구 도안북로 113, 101호(도안동)",영업중
667,훼미리부동산공인중개사사무소,"대전광역시 서구 둔산로 220, 101호(둔산동)",영업중
668,축복공인중개사사무소,"대전광역시 서구 둔산남로175번길 15, 101호(둔산동)",영업중
669,도안삼복공인중개사사무소,"대전광역시 서구 용소로 39, 102호(도안동)",영업중
670,태강공인중개사사무소,"대전광역시 서구 둔산남로181번길 4, 101호(둔산동)",영업중
671,향촌까치공인중개사사무소,"대전광역시 서구 둔산로 15, 상가 101호(둔산동, 향촌아파트)",영업중
672,반석공인중개사사무소,"대전광역시 서구 괴정로166번길 30, 101호(가장동)",영업중
673,토야공인중개사사무소,"대전광역시 서구 대덕대로161번길 7, 1층 정면 좌측 일부(갈마동)",영업중
674,휴리움행정사공인중개사사무소,"대전광역시 서구 신갈마로 186, 상가동 122호(갈마동, 갤러리휴리움)",영업중
675,바로e부동산공인중개사사무소,"대전광역시 서구 괴정로76번길 23, 102호(괴정동)",영업중
676,개나리공인중개사사무소,"대전광역시 서구 문정로10번길 39, 상가 106호(탄방동, 개나리아파트)",영업중
677,더샵포스코2공인중개사사무소,"대전광역시 서구 도솔로 6, 1층 101호(도마동)",영업중
678,정림공인중개사사무소,"대전광역시 서구 정림동로 7, 1층(정림동)",영업중
679,나폴리공인중개사사무소,"대전광역시 서구 도솔로 280-1, 101호(내동)",영업중
680,관저포스코탑공인중개사사무소,"대전광역시 서구 관저서로 19, 단지내상가 105호(관저동, 관저더샵아파트)",영업중
681,도안리슈빌공인중개사사무소,"대전광역시 서구 도안동로 123, 상가 106호(도안동, 도안리슈빌)",영업중
682,도안파트너공인중개사사무소,"대전광역시 서구 도안중로 308, 102호(도안동)",영업중
683,관저포스코원공인중개사사무소,"대전광역시 서구 관저서로 19, 단지내상가 105호(관저동, 관저더샵아파트)",영업중
684,퍼스트공인중개사사무소,"대전광역시 서구 도산로341번길 7, 1층 102호(용문동)",영업중
685,뉴굿모닝공인중개사사무소,"대전광역시 서구 관저로 47, 주상가동 106호(관저동, 구봉마을5단지)",영업중
686,관저굿모닝공인중개사사무소,"대전광역시 서구 관저로 47, 주상가동 106호(관저동, 구봉마을5단지)",영업중
687,대전아트공인중개사사무소,"대전광역시 서구 도솔로 457, 1층(탄방동)",영업중
688,상가천지공인중개사사무소,"대전광역시 서구 문정로2번길 109, 102호(탄방동, 시티빌4차)",영업중
689,신용문공인중개사사무소,"대전광역시 서구 도산로 411, 106호(탄방동)",영업중
690,호반공인중개사사무소,"대전광역시 서구 도산로 91, 1층(도마동)",영업중
691,샘머리스카이공인중개사사무소,"대전광역시 서구 청사로 281, 분산상가동 103호(둔산동, 샘머리아파트)",영업중
692,만년공인중개사사무소,"대전광역시 서구 만년남로 8, 상가동 112호(만년동, 상록수아파트)",영업중
693,상가나라공인중개사사무소,"대전광역시 서구 신갈마로 154, 1층(갈마동)",영업중
694,노벨공인중개사사무소,"대전광역시 서구 대덕대로168번길 22, 102호(갈마동, 위너스빌2)",영업중
695,(주)유일부동산중개,"대전광역시 유성구 봉명서로 49-1, 102호(봉명동)",영업중
696,오성공인중개사사무소,"대전광역시 서구 갈마중로 37, 1층(갈마동)",영업중
697,도안호수공원공인중개사사무소,"대전광역시 서구 원도안로 258, 101호(도안동)",영업중
698,new도시부동산공인중개사사무소,"대전광역시 서구 도산로 342-14, 1층(용문동)",영업중
699,금탑e부동산공인중개사사무소,"대전광역시 서구 관저로 47, 주상가동 104호(관저동, 구봉마을5단지)",영업중
700,온누리공인중개사사무소,"대전광역시 서구 유등로483번길 24, 1층(용문동)",영업중
701,창성1공인중개사사무소,"대전광역시 서구 월평새뜸로 5, 120호(월평동, 패션월드)",영업중
702,화이트공인중개사사무소,"대전광역시 서구 도산로 411, 104호(탄방동)",영업중
703,강남공인중개사사무소,"대전광역시 서구 월평로 27-1, 1층(월평동)",영업중
704,정보공인중개사사무소,"대전광역시 서구 계룡로571번길 65, 상가동 101호(탄방동, 산호아파트)",영업중
705,강남월평공인중개사사무소,"대전광역시 서구 월평로 96, 101호",영업중
706,가이드공인중개사사무소,"대전광역시 서구 월평동로 83, 상가동 127호(월평동,다모아아파트)",영업중
707,허브공인중개사사무소,"대전광역시 서구 괴정로 146-1, 101호",영업중
708,도안열린공인중개사사무소,대전광역시 서구 원도안로207번길 7-13(도안동),영업중
709,소중한공인중개사사무소,"대전광역시 서구 신갈마로230번길 13, 1층(갈마동)",영업중
710,달리는이소장공인중개사사무소,"대전광역시 서구 계룡로416번길 54, 1층(갈마동)",영업중
711,도시합동공인중개사사무소,"대전광역시 서구 문정로 96, 109호",영업중
712,방집사공인중개사사무소,"대전광역시 서구 도솔로 356, 101호(괴정동)",영업중
713,도마수정공인중개사사무소,"대전광역시 서구 도산로 126, 1층",영업중
714,평강공인중개사사무소,대전광역시 서구 월평중로14번길 53,영업중
715,메르하우젠공인중개사사무소,"대전광역시 서구 대덕대로175번길 60, 107호(둔산동)",영업중
716,관저현대공인중개사사무소,"대전광역시 서구 관저북로 18, 상가동 103호(관저동, 원망4단지)",영업중
717,도안풍년공인중개사사무소,"대전광역시 서구 용소로40번길 33, 1층 주차장 옆(도안동)",영업중
718,더큰공인중개사사무소,"대전광역시 서구 월평로 28, 1층 102호",영업중
719,나이스공인중개사사무소,"대전광역시 서구 계룡로562번길 29, 101호",영업중
720,뉴딜공인중개사사무소,"대전광역시 서구 배재로91번길 56, 1층",영업중
721,해오름공인중개사사무소,"대전광역시 서구 도산로 152, 1층(도마동)",영업중
722,명품공인중개사사무소,대전광역시 서구 둔산로73번길 22(둔산동),영업중
723,리슈빌랜드공인중개사사무소,"대전광역시 서구 도안동로 123, 상가동 103호(도안동, 도안리슈빌)",영업중
724,황금무지개공인중개사사무소,"대전광역시 서구 청사서로 11, 상가 108호(월평동, 무지개아파트)",영업중
725,하나공인중개사사무소,"대전광역시 서구 계룡로394번길 20, 101호(갈마동)",영업중
726,더원공인중개사사무소,"대전광역시 서구 조달청길 186, 1층(도마동)",영업중
727,관저대표공인중개사사무소,"대전광역시 서구 관저중로64번길 64, 2동 107호(관저동)",영업중
728,부부공인중개사사무소,"대전광역시 서구 도솔로 71, 1층 (도마동)",영업중
729,도마호반베르디움공인중개사사무소,대전광역시 서구 도산로 71(도마동),영업중
730,하늘땅공인중개사사무소,대전광역시 서구 변동로 60,영업중
731,배제대공인중개사사무소,"대전광역시 서구 배재로91번길 44, 1층(도마동)",영업중
732,성원공인중개사사무소,"대전광역시 서구 계룡로416번길 45, 101호(갈마동)",영업중
733,새나라공인중개사사무소,대전광역시 서구 도솔로 373(괴정동),영업중
734,산호공인중개사사무소,"대전광역시 서구 계룡로571번길 65, 상가동 105호",영업중
735,산청플러스공인중개사사무소,대전광역시 서구 도산로 78(도마동),영업중
736,해뜬공인중개사사무소,"대전광역시 서구 관저북로 18, 상가동 110호(관저동, 원앙마을4단지)",영업중
737,밀리온공인중개사사무소,"대전광역시 서구 관저동로 66, 102호",영업중
738,둔산파랑새공인중개사사무소,"대전광역시 서구 둔지로 75, 상가동 101호(둔산동, 파랑새아파트)",영업중
739,벤처부동산공인중개사사무소,"대전광역시 서구 구봉로131번길 23, 3층(관저동)",영업중
740,스케치공인중개사사무소,"대전광역시 서구 도산로 419-21, 1층(탄방동)",영업중
741,참조은공인중개사사무소,"대전광역시 서구 갈마역로25번길 49, 102호(갈마동, 아트빌라)",영업중
742,고운공인중개사사무소,"대전광역시 서구 문정로89번길 33, 101호",영업중
743,부동산공경매114공인중개사사무소,"대전광역시 서구 가수원로 72, 나동 지하 1층 B4호(가수원동, 은아아파트1단지)",영업중
744,수목토공인중개사사무소,"대전광역시 서구 도안동로 177, 117호(도안동, 도안신도시수목토아파트)",영업중
745,도안미래공인중개사사무소,"대전광역시 서구 도안동로 9, 109호(도안동, 리더스프라자)",영업중
746,변동갑부공인중개사사무소,"대전광역시 서구 도산로 229, 1층 102호(변동)",영업중
747,신청사공인중개사사무소,"대전광역시 서구 둔산중로 138, 106호",영업중
748,엄지척공인중개사사무소,"대전광역시 서구 월평중로 2, 2층(월평동)",영업중
749,성공공인중개사사무소,"대전광역시 서구 계룡로500번길 86, 102호(갈마동)",영업중
750,다올공인중개사사무소,"대전광역시 서구 탄방로7번길 136, 101호(탄방동)",영업중
751,둔산스타공인중개사사무소,"대전광역시 서구 둔산로73번길 30, 1층 102호 일부(둔산동)",영업중
752,능력부동산공인중개사사무소,"대전광역시 서구 둔산중로 19, A204호(탄방동)",영업중
753,둔산명문공인중개사사무소,"대전광역시 서구 둔산중로64번길 25, 101호(둔산동)",영업중
754,청림공인중개사사무소,"대전광역시 서구 신갈마로 237, 101호 (갈마동)",영업중
755,현대용공인중개사사무소,"대전광역시 서구 청사로 148, 1709호(둔산동)",영업중
756,희망공인중개사사무소,"대전광역시 서구 갈마로203번길 40, 1층(괴정동)",영업중
757,현민공동공인중개사사무소,"대전광역시 서구 남선로59번길 4, 1층(탄방동)",영업중
758,강산부동산공인중개사사무소,"대전광역시 서구 관저남로 24, 103호(관저동)",영업중
759,온나라정소장공인중개사사무소,"대전광역시 서구 월평서로25번길 57, 1층 (월평동)",영업중
760,미래e편한세상공인중개사사무소,"대전광역시 서구 계룡로615번길 82, 2단지 상가동 202호(탄방동, e편한세상 둔산)",영업중
761,유명공인중개사사무소,"대전광역시 서구 정림로 55, 상가동 110호(정림동, 우성아파트)",영업중
762,자이사랑공인중개사사무소,"대전광역시 서구 복수서로 15, 상가동 108호(복수동, 복수센트럴자이)",영업중
763,센텀시티공인중개사사무소,"대전광역시 서구 도안동로 77, 상가동 112호",영업중
764,백만평공인중개사사무소,"대전광역시 서구 대덕대로234번길 18, 503호",영업중
765,백프로부동산공인중개사사무소,"대전광역시 서구 원도안로 13-26, 1층 좌측(도안동)",영업중
766,친절한부동산공인중개사사무소,"대전광역시 서구 가수원로 98, 상가 2-4호(가수원동, 계룡아파트)",영업중
767,갑천트리풀스타공인중개사사무소,"대전광역시 서구 원도안로257번길 58, 102호(도안동)",영업중
768,다온부동산공인중개사사무소,"대전광역시 서구 월평로 92, 1층(월평동)",영업중
769,대자연마을공인중개사사무소,"대전광역시 서구 관저북로 52, 상가동 104호(관저동, 대자연마을아파트)",영업중
770,은광공인중개사사무소,대전광역시 서구 계백로1158번길 116(가수원동),영업중
771,글로벌랜드공인중개사사무소,"대전광역시 서구 둔산중로 40, 1층 115호(둔산동, 둔산더리치빌)",영업중
772,진행공인중개사사무소,대전광역시 서구 도솔로511번길 13(용문동),영업중
773,마치공인중개사사무소,"대전광역시 서구 구봉로131번길 17, 105호(관저동)",영업중
774,하늘채공인중개사사무소,"대전광역시 서구 동서대로 967, 상가 101호(내동, 코오롱아파트)",영업중
775,이음공인중개사사무소,"대전광역시 서구 계룡로279번길 33, 104호(월평동)",영업중
776,선사무궁화공인중개사사무소,"대전광역시 서구 청사서로 70, 상가동 107호(월평동, 무궁화아파트)",영업중
777,친절한공인중개사사무소,"대전광역시 서구 가장로 46, 1층",영업중
778,21세기공인중개사사무소,"대전광역시 서구 관저동로90번길 15, 단지상가 105호(관저동, 관저리슈빌)",영업중
779,장터공인중개사사무소,"대전광역시 서구 월평로 77, 102호",영업중
780,성무공인중개사사무소,"대전광역시 서구 둔산북로 121, 1622호(둔산동, 아너스빌)",영업중
781,좋은하루부동산공인중개사사무소,"대전광역시 서구 대덕대로167번길 37, 101호(갈마동, 좋은하루2차)",영업중
782,롯데탑공인중개사사무소,"대전광역시 서구 계룡로562번길 16, 지1층 102호(괴정동)",영업중
783,굿데이부동산공인중개사사무소,"대전광역시 서구 동서대로 1015, 1층 101호(내동)",영업중
784,대전종합부동산공인중개사사무소,"대전광역시 서구 문정로 148, 101호(탄방동)",영업중
785,뉴새나라공인중개사사무소,"대전광역시 서구 도솔로 373, 1층 9호(괴정동)",영업중
786,휴먼공인중개사사무소,"대전광역시 서구 도안북로93번길 20-21, 캠퍼스뷰 101호(도안동)",영업중
787,도안참조은부동산공인중개사사무소,"대전광역시 서구 원도안로224번안길 27, 102호(도안동)",영업중
788,굿모닝골드공인중개사사무소,"대전광역시 서구 변정1길 10, 마동 1층 29호(변동)",영업중
789,명가25시공인중개사사무소,"대전광역시 서구 관저북로 18, 상가동 105호(관저동, 원앙마을4단지)",영업중
790,초록단지공인중개사사무소,"대전광역시 서구 유등로17번길 109, 상가동 101호(복수동, 초록마을5단지)",영업중
791,향촌해냄공인중개사사무소,"대전광역시 서구 둔산로 15, 상가동 115호(둔산동, 향촌아파트)",영업중
792,향촌해냄Ⅱ공인중개사사무소,"대전광역시 서구 둔산로 15, 상가동 115호(둔산동, 향촌아파트)",영업중
793,인앤인공인중개사사무소,"대전광역시 서구 갈마로219번길 38, 1층(괴정동)",영업중
794,샘머리아주공인중개사사무소,"대전광역시 서구 청사로 281, 샘머리코아 상가내 119호",영업중
795,코오롱랜드공인중개사사무소,"대전광역시 서구 동서대로 967, 14동 102호(내동, 코오롱아파트)",영업중
796,명성공인중개사사무소,"대전광역시 서구 대덕대로161번길 7, 1층(갈마동)",영업중
797,센스공인중개사사무소,"대전광역시 서구 월평새뜸로4번길 119, 1층 101호(월평동)",영업중
798,녹원에이스공인중개사사무소,"대전광역시 서구 둔산남로 30, 상가 106호(둔산동, 녹원아파트)",영업중
799,쿠마공인중개사사무소,"대전광역시 서구 변동로 88, 1층",영업중
800,e편한공인중개사사무소,"대전광역시 서구 제비네1길 8, 1층(도마동)",영업중
801,재원공인중개사사무소,"대전광역시 서구 사마1길 29, 1층 101호(도마동)",영업중
802,하이공인중개사사무소,"대전광역시 서구 계룡로342번길 47, 1층 101호(갈마동)",영업중
803,강한공인중개사사무소,"대전광역시 서구 월평중로13번길 9-9, 1층 101호(월평동)",영업중
804,신한빛공인중개사사무소,"대전광역시 서구 계백로 1402, 1층 B동 일부(도마동)",영업중
805,도하공인중개사사무소,"대전광역시 서구 용소로 47, 1층 101호(도안동)",영업중
806,삼성래미안공인중개사사무소,"대전광역시 서구 가장로 107, 별리상가 103호(가장동, 삼성래미안아파트)",영업중
807,복수자이공인중개사사무소,"대전광역시 서구 복수북로 42, 상가동 104호(복수동, 목화아파트)",영업중
808,도안우미린다온공인중개사사무소,"대전광역시 서구 도안동로 77, 상가동 121호(도안동, 도안18단지린풀하우스)",영업중
809,윤공인중개사사무소,"대전광역시 서구 배재로 155-7, 경남상가 1층 1호(도마동, 경남아파트2단지)",영업중
810,나래부동산중개사무소,"대전광역시 서구 도안남로 119, 1층 101호(관저동)",영업중
811,도안대성공인중개사사무소,"대전광역시 서구 원도안로241번길 8-34, 1층 104호(도안동)",영업중
812,은아공인중개사사무소,"대전광역시 서구 가수원로 72, 나동 108호(가수원동, 은아아파트1단지)",영업중
813,e편한포레나행복공인중개사사무소,"대전광역시 서구 도산로 15, 1층(도마동)",영업중
814,e편한행복공인중개사사무소,"대전광역시 서구 도산로 15, 1층(도마동)",영업중
815,경매정보공인중개사사무소,"대전광역시 서구 문예로 73, 304호(둔산동)",영업중
816,아람공인중개사사무소,"대전광역시 서구 계룡로615번길 33, 1층 101호(탄방동)",영업중
817,수목토부자공인중개사사무소,"대전광역시 서구 도안동로 177, 근린생활시설 1층 118-1호(도안동, 도안신도시 수목토아파트)",영업중
818,신경매정보공인중개사사무소,"대전광역시 서구 둔산중로78번길 20, 1001호",영업중
819,창조공인중개사사무소,"대전광역시 서구 관저서로 52, 나상가동 102호(관저동, 구봉마을8단지)",영업중
820,가빈공인중개사사무소,"대전광역시 서구 복수동로 21-20, 상가동 113호(복수동, 초록마을2단지)",영업중
821,가석공인중개사사무소,"대전광역시 서구 문정로 26, 202호(탄방동)",영업중
822,원앙마을공인중개사사무소,"대전광역시 서구 관저북로 87, 상가동 101호(관저동, 원앙마을1단지)",영업중
823,도마e편한세상포레나공인중개사사무소,"대전광역시 서구 바탕들3길 22, 1층(도마동)",영업중
824,도마대박공인중개사사무소,"대전광역시 서구 바탕들3길 22, 1층(도마동)",영업중
825,정공인중개사사무소,"대전광역시 서구 도산로 140, 1층 1호(도마동)",영업중
826,둔산햇님크로바공인중개사사무소,"대전광역시 서구 둔산북로 175, 상가동 102호 일부(둔산동, 햇님아파트)",영업중
827,부동산프로공인중개사사무소,"대전광역시 서구 중반3길 60, 1층 코너(변동)",영업중
